Область,Тергромада,Програма-проєкт МТД,Тематика,Кількість
Дніпропетровська,Великомихайлівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Дніпропетровська,Затишнянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Дніпропетровська,Любимівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Магдалинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Дніпропетровська,Українська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Чумаківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Вербківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Дніпропетровська,Вишнівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Дніпропетровська,Вільногірська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Дніпропетровська,Карпівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Дніпропетровська,Обухівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Дніпропетровська,Святовасилівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Губиниська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Дніпропетровська,Глеюватська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Дніпропетровська,Славгородська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Сурсько-Литовська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Зайцівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Дніпропетровська,Марганецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Дніпропетровська,Дніпровська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Дніпропетровська,Грушівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Дніпропетровська,Нивотрудівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Дніпропетровська,Новомосковська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Дніпропетровська,Вакулівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Дніпропетровська,Перещепинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Дніпропетровська,Китайгородська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Ляшківська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Миколаївська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",2
Дніпропетровська,Новоолександрівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Петриківська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Підгородненська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Слобожанська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Верхівцівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Кам’янська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Криничанська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Лихівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Саксаганська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Апостолівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Вакулівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Глеюватська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Гречаноподівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",2
Дніпропетровська,Девладівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",2
Дніпропетровська,Зеленодольська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Криворізька,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Лозуватська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Новопільська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Софіївська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Широківська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Томаківська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Личківська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Магдалинівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Новомосковська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Перещепинська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Черкаська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Дніпропетровська,Богданівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Межиріцька,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Тернівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Тернівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Троїцька,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Васильківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Дніпропетровська,Васильківська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Великомихайлівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Дубовиківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Дніпропетровська,Зайцівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Маломихайлівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Миколаївська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Миколаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,18
Дніпропетровська,Покровська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Дніпропетровська,Славгородська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Слов’янська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Дніпропетровська,Українська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Донецька,Авдіївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Бахмутська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Донецька,Бахмутська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Бахмутська,"Програма ""U-LEAD з Європою""",,1
Донецька,Торецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Мирноградська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Донецька,Мирноградська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Новодонецька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Новодонецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Білозерська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Білозерська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Білозерська,"Програма ""U-LEAD з Європою""",,1
Донецька,Дружківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Донецька,Дружківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Дружківська,"Програма ""U-LEAD з Європою""",,1
Донецька,Маріупольська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Донецька,Маріупольська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Маріупольська,"Програма ""U-LEAD з Європою""",,1
Донецька,Костянтинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Донецька,Костянтинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Краматорська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Донецька,Краматорська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Покровська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Покровська,"Програма ""U-LEAD з Європою""",,1
Донецька,Покровська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Донецька,Покровська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Лиманська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Лиманська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Донецька,Лиманська,"Програма ""U-LEAD з Європою""",,1
Донецька,Новогродівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Новогродівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,16
Донецька,Селидівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,22
Донецька,Селидівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Селидівська,"Програма ""U-LEAD з Європою""",,1
Донецька,Слов’янська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Слов’янська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Донецька,Святогірська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Донецька,Святогірська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Донецька,Вугледарська,"Програма ""U-LEAD з Європою""",,1
Донецька,Олександрівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Сіверська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Світлодарська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Соледарська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Соледарська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Донецька,Часовоярська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Великоновосілківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,17
Донецька,Великоновосілківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Комарська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Донецька,Комарська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Старомлинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Донецька,Старомлинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Волноваська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Волноваська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Волноваська,"Програма ""U-LEAD з Європою""",,1
Донецька,Мирненська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Ольгинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Ольгинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Хлібодарівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Донецька,Нікольська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Нікольська,"Програма ""U-LEAD з Європою""",,1
Донецька,Кальчицька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Кальчицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,11
Донецька,Кальчицька,"Програма ""U-LEAD з Європою""",,1
Донецька,Криворізька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Донецька,Шахівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Шахівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Іллінівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Іллінівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Донецька,Іллінівська,"Програма ""U-LEAD з Європою""",,1
Донецька,Гродівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Донецька,Гродівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Удачненська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Донецька,Удачненська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Донецька,Мар’їнська,"Програма ""U-LEAD з Європою""",,1
Донецька,Курахівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Курахівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Донецька,Курахівська,"Програма ""U-LEAD з Європою""",,1
Донецька,Мангушська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Мангушська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Донецька,Миколаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Донецька,Черкаська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Черкаська,"Програма ""U-LEAD з Європою""",,1
Донецька,Черкаська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Черкаська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Донецька,Андріївська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Донецька,Званівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Нікольська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,15
Донецька,Добропільська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,10
Донецька,Званівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Олександрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Донецька,Часовоярська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Донецька,Бахмутська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Великоновосілківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Донецька,Добропільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Донецька,Дружківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Курахівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Донецька,Маріупольська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Новогродівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Донецька,Часовоярська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Шахівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Миколаївська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Вугледарська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Мирненська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Донецька,Сіверська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Донецька,Сартанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Донецька,Авдіївська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Білозерська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Вугледарська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Мангушська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Миколаївська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Мирноградська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Селидівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Донецька,Старомлинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Удачненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Вугледарська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Донецька,Добропільська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Донецька,Нікольська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Донецька,Соледарська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Великоновосілківська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Донецька,Волноваська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Ольгинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Хлібодарівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Донецька,Жданівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Донецька,Жданівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",2
Донецька,Жданівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,13
Донецька,Донецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Донецька,Андріївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Донецька,Костянтинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Краматорська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Донецька,Лиманська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Донецька,Святогірська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Слов’янська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Нікольська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Донецька,Сартанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Мар’їнська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Донецька,Очеретинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Донецька,Селидівська,"Програма ""U-LEAD з Європою""","Навчання з надання послуг і управління інфраструктурою на місцевому рівні, Навчання загального управлінського характеру",1
Житомирська,Житомирська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Житомирська,Житомирська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Житомирська,Житомирська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,14
Житомирська,Бердичівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,7
Житомирська,Бердичівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Житомирська,Бердичівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,23
Житомирська,Коростенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Житомирська,Коростенська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Житомирська,Малинська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Житомирська,Малинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,11
Житомирська,Малинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Житомирська,Новоград-Волинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Житомирська,Андрушівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Житомирська,Червоненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Житомирська,Червоненська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
